"body","entityname","userid","createdAt"
"🤓🤔🎓👥☕","Palais des Congrès in Montreal","g98anxDp4WVBLJl2q3yhKG1Q6gq1","2018-04-24 15:50:51.215+00"
"🤔","Palais des Congrès in Montreal","MxkBlK56YKQuVxoLhBJ9cUWiKbk2","2018-04-24 22:42:50.993+00"
"🤔⚙🔥🌪💡","Future Interfaces Group","LlpVrNuK7HOA74GB3M63FWgzK4H3","2018-05-07 13:23:40.556+00"
"🤔🌮🐖👍","Taco Nano!","878293195646842","2018-01-29 21:56:07.667+00"
"🤔🍑🐕😻","Emart Yongsan","nRHTlgGu1QQd1yakJceskhoRpxD3","2018-07-26 12:38:43.284+00"
"🤔🍗🥞🐓⌛","Roscoe's House of Chicken and Waffles","10156074801518874","2018-02-16 21:41:55.277+00"
"🤔🐣🐓🍟🍳","DQ Grill & Chill Restaurant","1585186008195683","2018-02-17 23:53:30.157+00"
"🤔👦👩‍🏫☕☕","OCF Coffee House","10154958031528927","2017-09-01 17:51:35.264+00"
"🤔💻📲👍","Thomas M. Siebel Center for Computer Science","944504469042061","2018-04-07 21:46:51.736+00"
"🤔💻🗣️🦏🤷‍♀️","Grainger Engineering Library Information Center","10207814784727552","2018-01-31 05:15:57.832+00"
"🤔📝🍕🍻","Village Inn Pizzeria Sports Bar and Grill","1659104244102907","2018-04-25 03:43:47.272+00"
"🤔🖍️⬜👨‍💻👨‍💻","LinkedIn","2053211201557946","2018-10-27 16:03:38.942+00"
"🤔😄🐷💨👅","Pizza Hut","10215323205660534","2017-12-18 20:43:29.405+00"
"🤔😡😅","Berlin Alexanderplatz Bahnhof","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-10-15 07:13:07.424+00"
"🤔😥😭🤕🤪","Thomas M. Siebel Center for Computer Science","2090830797841336","2018-02-08 15:41:07.847+00"
"🤔🙁💔💔","Ruby's Taqueria","10210528750468531","2018-02-04 01:37:20.285+00"
"🤔🤔","Legends","10155815510269518","2017-11-01 04:06:19.731+00"
"🤔🤔🤔👩‍👧😍","Revival Food Hall","106173579224565293482","2018-09-11 21:41:56.175+00"
"🤔🤔🤔🤔🤔","Sakanaya Restaurant","10210240829530190","2018-01-19 02:07:42.249+00"
"🤔🤨🍗🥒😶","Roti Modern Mediterranean","878293195646842","2017-12-07 23:48:39.011+00"
"🤔🥞😋","Yongsan-gu","nRHTlgGu1QQd1yakJceskhoRpxD3","2018-07-21 12:38:10.486+00"
"🤕😢🚑🏨","Carle Foundation Hospital","4fSiQkmyzzSrHMcu6b221awqU6j1","2018-10-15 19:37:15.359+00"
"🤖","Palais des Congrès in Montreal","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-04-24 14:38:41.11+00"
"🤖☕💡","Nefeli Cafe","K1h9GOceX3Pj7vF9tgP7FIGR9903","2018-04-27 23:10:07.482+00"
"🤖💻🎒🎮🔝","Palais des Congrès in Montreal","H5DLKH0aDqULpAbmteCWaQKGmR43","2018-04-24 14:39:05.106+00"
"🤖💻📱👏🤯","Palais des Congrès in Montreal","IJ0ppMi7HtNFuc7Ar4E8aog2urq2","2018-04-24 23:31:35.45+00"
"🤖😶🌈🔚🙀","Palais des Congrès in Montreal","pOUzZ74n5lSkR51xGbxjad5zMes2","2018-04-26 19:44:33.194+00"
"🤖🤙🙃🍕🐵","Palais des Congrès in Montreal","pOUzZ74n5lSkR51xGbxjad5zMes2","2018-04-24 19:46:03.862+00"
"🤗","Grainger Engineering Library Information Center","110827097569018970721","2018-02-01 21:37:57.49+00"
"🤗","The Bell House","wKL6Bp0drOMpVFI5pKoQ2aPwOfE2","2018-07-14 15:54:49.163+00"
"🤗❤️🌞🥩🍖","Kunjip Restaurant","10210528750468531","2018-02-18 03:06:35.79+00"
"🤗🍩☕","Starbucks","878293195646842","2017-10-19 21:56:38.16+00"
"🤗🍱🥘🔥🔥","Masijta Grill","1947071065321734","2018-03-07 03:25:42.463+00"
"🤗🍲🥘🍚👨‍👩‍👧‍👦","기와집순두부 서초점","Ore5wuGho6eoXwYVwR1INWWsLi13","2018-05-11 15:43:37.388+00"
"🤗🍺👍🍑🍊","Rachel's Ginger Beer","10210528750468531","2018-03-17 23:17:19.956+00"
"🤗🎶✨🎉💃","Estelle","1726108570780522","2018-03-10 03:38:11.198+00"
"🤗🏅💻📓📈","Illini Union","100162404055730","2017-10-23 18:59:04.814+00"
"🤗🐁🥖🧀","The Cheese Course","149333212339665","2018-02-25 18:27:49.741+00"
"🤗🐟🍌🕑🌘","County Market","10215323205660534","2018-10-23 21:11:54.348+00"
"🤗👨‍👩‍👦‍👦👑👯‍♂️🎂","Texas de Brazil","Ore5wuGho6eoXwYVwR1INWWsLi13","2018-05-28 10:10:22.449+00"
"🤗👩‍🎓👨‍🎓🌟👏","Krannert Center for the Performing Arts","10207814784727552","2018-05-13 08:13:24.325+00"
"🤗🔥🇰🇷🎶💯","Gabose Pocha","10156570523047519","2017-09-01 01:43:53.165+00"
"🤗😊","Dunkin' Donuts","Pjk5q5vtgGP0Mi3ZEZfzGDBEkSa2","2018-07-03 06:54:44.167+00"
"🤗😍🌃🎥❤","AMC Champaign 13","100162404055730","2017-10-23 18:57:45.384+00"
"🤗😍🍩☕🍵","Aroma Cafe","100162404055730","2017-10-23 18:23:58.248+00"
"🤗😍👨‍💻🍩☕","Caffe Paradiso","100162404055730","2017-10-23 19:02:14.617+00"
"🤗😘🍀🍹😵","Seoul","Ore5wuGho6eoXwYVwR1INWWsLi13","2018-05-11 09:25:12.896+00"
"🤗😯😛🤣💰","Cravings","2053211201557946","2018-01-18 05:20:41.352+00"
"🤗🙂☺️🎼🎤","A Plus VIP Lounge","390508244712342","2017-12-09 05:02:40.54+00"
"🤗🥩","iSTEAKS","117477390863216814562","2018-02-07 13:07:55.274+00"
"🤗🧀🍓😋☺️","Lizarran","1726108570780522","2018-05-17 19:09:53.806+00"
"🤗🧐💸","The LEGO Store","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-11-05 20:32:24.71+00"
"🤘🤘😍🍟","Legends","1529368180503424","2018-03-14 02:36:02.612+00"
"🤙👅🍟🥙🏈","Niro's Gyros","10101518996685315","2018-02-04 23:48:19.265+00"
"🤙🔥🔥","DP Dough","103629337075362","2017-11-10 08:48:02.201+00"
"🤝☕💬🗨️😎","Flying Machine Avionics","10155200088205955","2018-12-11 20:22:29.677+00"
"🤝✨🏋️‍♀️🧘‍♀️🤑","Equinox The Loop","1659104244102907","2018-05-17 19:44:11.814+00"
"🤝❤️💭🐷☝️","Carle Printing Services","10215323205660534","2018-04-09 04:43:30.585+00"
"🤝🇹🇭🍝🦐🆗","Basil Thai At Urbana","10155200088205955","2018-10-08 21:01:00.785+00"
"🤝🐟🥗👍","Mercatto","10155200088205955","2019-02-13 03:37:29.501+00"
"🤝💬🗨️🦞🤤","Chiado","10155200088205955","2019-02-12 02:48:24.823+00"
"🤞🛫😬","San Francisco International Airport","10155200088205955","2018-03-22 05:10:45.359+00"
"🤠","Daily Byte","10155798357876617","2017-11-09 21:00:55.324+00"
"🤠","Lost Lake","192608014864613","2018-04-20 01:50:37.69+00"
"🤠","Starbucks","1803730896337253","2018-04-16 16:38:02.442+00"
"🤠🇺🇸👍🐽","Marshalls","1696995083646520","2017-11-23 18:14:04.832+00"
"🤠🍔🤘","Cactus Bar & Grill","878293195646842","2017-11-10 23:18:25.151+00"
"🤠🐂🍯🍞🥔","Texas Roadhouse","10159323352450136","2017-11-02 14:40:13.293+00"
"🤠👩‍👩‍👧‍👧🥃","Nashville","1970440316501428","2018-03-17 16:09:50.108+00"
"🤠👯👯🐴","Wildhorse Saloon","1970440316501428","2018-03-21 13:49:18.697+00"
"🤠🤠⭐🥩🇺🇸","The Big Texan Steak Ranch & Brewery","878293195646842","2018-02-27 05:56:32.277+00"
"🤡","Thomas M. Siebel Center for Computer Science","431108677319121","2018-03-09 21:26:02.002+00"
"🤡","Oakton High School","fFuPufrCxpOCGKyt0flhF2pBxMZ2","2018-05-23 17:20:34.221+00"
"🤡","The White House","10156139627340802","2018-02-23 20:33:20.009+00"
"🤡❌📉🚮","Strikers Family Sportscenter","794492160751553","2017-11-22 04:34:36.775+00"
"🤡🍔🍟🌉","In-N-Out Burger","688430868030100","2017-11-23 02:36:08.71+00"
"🤡🎈💃⛸️","Douglass Park","1947071065321734","2018-02-17 23:54:43.363+00"
"🤡💩👎😡🙅‍♂️","Strikers Family Sportscenter","705675966309216","2017-11-22 03:07:27.299+00"
"🤡🗑","Oakton High School","v83nEQqp82VhPU9JCnvlA7EF4Ks2","2018-05-23 17:25:46.059+00"
"🤡😨😱🎃😅","Midway of Madness Haunted Attraction","100162404055730","2017-11-02 17:36:12.266+00"
"🤡🤡🤡🤡🤡","Strikers Family Sportscenter","705675966309216","2017-11-22 03:07:52.055+00"
"🤡🤯💤👺🤙","Thomas M. Siebel Center for Computer Science","1573926969369084","2018-04-20 17:48:51.312+00"
"🤢","Starbucks","dSqRO0Pn6Nc1HvKSwT2E2cKArSh2","2018-06-17 16:07:57.779+00"
"🤢","Franklin Middle School","Nk6k0TpyUaPhEhZddgsy95FmHHu2","2018-05-23 17:28:52.401+00"
"🤢☠️🦎🥃🍺","Blue Iguana","10210425096236162","2017-12-09 06:31:04.139+00"
"🤢🍛🍚😒😣","Bombay Indian Grill","100162404055730","2017-10-23 18:54:34.917+00"
"🤢🐜🐍🍱🍚","Chopstix","743076299226362","2017-11-13 21:20:51.449+00"
"🤢💩😡🤬☹","Taco Bell","116401275892424656095","2018-03-10 20:06:50.268+00"
"🤢📝💆","Altınbaş Üniversitesi","10154555554787465","2018-03-23 10:10:45.635+00"
"🤢😳💩😷🤐","Cracked on Green","1270106893044550","2017-11-23 03:31:49.928+00"
"🤢🤒☠️🚽","Wahoo's Tacos And More","1866615590029853","2018-02-09 20:29:25.402+00"
"🤢🤢🤢🤢🤢","ADEN Beytepe","dSqRO0Pn6Nc1HvKSwT2E2cKArSh2","2018-06-28 18:54:09.289+00"
"🤢🤢🤢🤮","Burger King","392930684494545","2018-01-19 02:17:45.708+00"
"🤢🤮","Starbucks","RTmDVZIBaCTRjBEhfBYxGYsiyCx2","2018-06-17 16:08:22.078+00"
"🤢🤮🍕","BigChefs","RTmDVZIBaCTRjBEhfBYxGYsiyCx2","2018-06-30 17:07:21.176+00"
"🤢🥓🍳😄","Bui's Food Truck","10154958031528927","2017-11-16 19:18:51.842+00"
"🤣","SUBWAY®Restaurants","IshVJ5gZFuUqIziw174z9KKt9hq1","2018-06-26 02:54:36.676+00"
"🤣☘🍺🥃🍖","Fiddler's Hearth","105488441417775424677","2018-03-02 03:18:28.014+00"
"🤣🍙","Spoon House","395494837568437","2018-02-27 22:50:17.034+00"
"🤣👍👮‍♀️🔥⚔","3604 Ox Ridge Ct","IEmAqKkDbqbaRdXkTsZMay71J9a2","2018-05-27 00:45:35.707+00"
"🤣💡▶️✔️🎭","iO Theater","10209215430457530","2018-11-22 04:14:46.449+00"
"🤣😁","Restaurant SUBWAY","whyy8TsRrPW97WDmlyfQIOTIdbh1","2018-04-25 15:19:35.196+00"
"🤣😂🤣😅😂","Upright Citizens Brigade Sunset","10155664565850664","2018-03-25 05:27:52.923+00"
"🤣🤣😂😂🍚","Panda Express","101533243767354892110","2018-02-16 16:00:55.155+00"
"🤣🤣🤣","Thomas M. Siebel Center for Computer Science","101294742660696617830","2018-02-01 20:18:21.45+00"
"🤣🤨😬","GQT Savoy 16 IMAX","Ewn4OjsEMRTTCXlV0oi5HNS37nN2","2018-04-30 00:12:09.116+00"
"🤤","Wursthall","10214788409806965","2019-01-19 19:25:27.272+00"
"🤤❤️🌞🌇","Upper Crust Bagel","878293195646842","2018-01-24 15:46:48.295+00"
"🤤🇨🇳🍜🐷😍","Mid Summer Lounge","100162404055730","2017-10-23 18:13:17.192+00"
"🤤🇮🇳🍛🌶😍","Khyber Pass","10214891722144694","2018-04-03 00:20:02.366+00"
"🤤🌯🥑🍗😍","GOODONYA® Organic Eatery","10156074801518874","2018-10-14 15:05:28.698+00"
"🤤🍔✨🎶👌","Small Cheval","1660353924016921","2018-02-24 19:39:24.183+00"
"🤤🍔🍔👍","White Castle Vegas","10210528750468531","2017-12-22 19:10:36.263+00"
"🤤🍕💦🍺","Domino's Pizza","111534558495390221098","2018-01-30 04:42:40.182+00"
"🤤🍛🐣🐷🙌","J Gumbo's","1270106893044550","2017-11-25 02:50:33.4+00"
"🤤🍞🍖🥓🍞","Fumare Meats","878293195646842","2017-11-13 23:51:13.674+00"
"🤤🍟🍔","Jurassic Grill","1660353924016921","2018-02-15 00:25:20.77+00"
"🤤🍟🐔👌","Mr Zee's","1760092214030588","2018-07-13 00:39:29.859+00"
"🤤🍟👍👍👍","La Banquise","AIkwmbmie4VhCquS1ciSGq6g9u53","2018-04-22 17:49:44.716+00"
"🤤🍣🍱","Kula Revolving Sushi Bar","10210528750468531","2017-11-21 05:07:25.134+00"
"🤤🐷🐣🔥❤","Black Dog Smoke & Ale House","1270106893044550","2017-11-09 06:03:27.079+00"
"🤤🐷😍🍜🍙","MingHin Cuisine","1270106893044550","2017-11-11 22:30:42.171+00"
"🤤👌🍓🥛","Kung Fu Tea","1637611619594940","2017-12-06 05:00:06.017+00"
"🤤👍🍜🍚","Szechuan China","743076299226362","2017-11-13 21:26:54.719+00"
"🤤👫🍖🤰💤","Kogii Kogii Korean BBQ","10207814784727552","2018-08-06 21:45:16.808+00"
"🤤😋🍰🤑💖","Misha's Cupcakes","149333212339665","2018-05-24 14:02:43.657+00"
"🤤😍🌯🌶","Chipotle Mexican Grill","10214891722144694","2018-04-03 00:18:20.734+00"
"🤤😍🍕💯🎉","Pizzeria Antica","100162404055730","2017-10-23 18:04:01.164+00"
"🤤😍🐷🍚🍛","Golden Harbor Authentic Chinese Cuisine","100162404055730","2017-10-23 18:06:49.26+00"
"🤤😍🙌💯🍰","Aracely's Bakery","1864493876898160","2017-12-23 17:17:59.409+00"
"🤤😢","Saravanaa Bhavan Restaurant","htinzXo0U8gSKo8oHgG1WEkqWXc2","2018-11-23 19:53:30.62+00"
"🤤😸🙌","Maize Mexican Grill","1864493876898160","2017-12-01 20:19:05.291+00"
"🤤🙃😋","Jason's Deli","1506637552705474","2017-10-21 20:38:38.735+00"
"🤤🙈🙌👍🍦","Paris super crepe","1696995083646520","2017-12-20 03:56:07.722+00"
"🤤🙌🍕💯💥","Manolo's Pizza & Empanadas","100162404055730","2017-10-23 18:55:32.558+00"
"🤤🙌👅💯🌮","El Presidente Restaurante","1864493876898160","2017-11-23 03:42:41.712+00"
"🤤🤤🍔🍟🥛","Shake Shack - West Loop","878293195646842","2018-01-04 01:54:05.584+00"
"🤤🤤🍴🍖","House of Prime Rib","10210528750468531","2018-01-31 22:21:09.291+00"
"🤤🤤🤤","Sim Dondurma","dSqRO0Pn6Nc1HvKSwT2E2cKArSh2","2018-06-18 17:39:47.553+00"
"🤤🤤🤤🤤🤤","Freshii","10214345293089004","2017-11-01 17:49:45.684+00"
"🤤🥑🍔🌮🍻","CRAFT on 14","149333212339665","2018-01-04 12:50:49.769+00"
"🤤🥞🥞🥞🍳","Cozy Corner Restaurant & Pancake House","10209215430457530","2018-11-21 17:34:48.363+00"
"🤤🥪🥗","Potbelly Sandwich Shop","10214891722144694","2018-04-03 00:17:47.865+00"
"🤥🚫🦄➖🌽","Babu Ji","10155200088205955","2018-07-16 19:52:32.135+00"
"🤦‍♀️🎨🖌👩‍🎤😍","Ritual Salon","106173579224565293482","2018-04-21 19:49:38.678+00"
"🤦‍♀️💻🌛⏰🤤","Thomas M. Siebel Center for Computer Science","10207814784727552","2017-12-12 07:55:27.78+00"
"🤦‍♀️🤦‍♀️🤦‍♀️","The Tower at Third","sRUqQch8k6QAqWT64dwHiRYR7gB3","2018-11-27 05:03:07.667+00"
"🤧","Thomas M. Siebel Center for Computer Science","BAfm65Jy2XPOOMsx0LVyD1ARDA42","2018-08-24 16:43:23.414+00"
"🤧✈️👂💥💊","Christie Clinic In Urbana","110478412661569610356","2018-05-18 14:14:01.007+00"
"🤧🍵🌿💆","Einstein Brothers Bagels","10155200088205955","2018-03-29 17:48:14.351+00"
"🤧🤒🍵🥖","Panera Bread","1586942511398249","2018-02-25 01:03:32.599+00"
"🤧🤒🔜🙂","CVS","878293195646842","2017-12-08 16:28:14.186+00"
"🤧🥊💤😴🛌","Fairfax","10155200088205955","2018-12-29 19:28:58.281+00"
"🤨🤤🙂🤷‍♀️","Jang Su Jang","10210528750468531","2018-02-11 03:22:21.91+00"
"🤨🤨🤨🤨🤨","Curry on Murray","117701773165489495693","2018-02-03 12:50:04.682+00"
"🤩","Thomas M. Siebel Center for Computer Science","111518950335847462795","2018-03-09 18:49:30.791+00"
"🤩","Google San Francisco","1818871448126667","2019-01-05 03:35:50.463+00"
"🤩","Kohl's Schaumburg West","lKlAPrXbDFdxA6H20byRG73mzbg2","2019-01-07 20:28:57.358+00"
"🤩","University of Illinois at Urbana-Champaign","lKlAPrXbDFdxA6H20byRG73mzbg2","2019-01-19 03:47:42.618+00"
"🤩","Target","lKlAPrXbDFdxA6H20byRG73mzbg2","2019-01-07 20:27:11.889+00"
"🤩","University of Illinois at Urbana-Champaign","104027512903008790913","2018-02-09 06:09:54.556+00"
"🤩☝️🍛🍚🍴","Amaravati Indian Royal Cuisine","103629337075362","2017-12-09 04:51:57.44+00"
"🤩☺️☕😍❤️","BrewLab Coffee","111865873800819612884","2018-03-25 03:20:53.601+00"
"🤩🌯🌟🌠","Amazon Go","CPWYUwh1HxcAsgdwfqtFisoqU5J3","2018-11-11 09:48:12.526+00"
"🤩🍛🇧🇷","Bar e Restaurante Urca","10159158025280648","2018-02-16 00:51:35.611+00"
"🤩🍨🍫🤤","Paris super crepe","1270106893044550","2017-12-20 02:07:06.1+00"
"🤩🍵🍱🍣🍤","Tomisushi Restaurant","6IF4jEVgqdOOayHvyiI12Pho8NY2","2018-07-22 07:14:15.243+00"
"🤩🐷👅🍐🥗","Carnitas' Snack Shack - North Park","10156074801518874","2018-01-22 16:49:15.895+00"
"🤩🐷🥢🔥🤩","Asian Taste","1270106893044550","2017-12-19 00:53:14.124+00"
"🤩👌👗","Bird Dog","10155835350248164","2017-11-28 03:27:21.071+00"
"🤩👍🍹🍸🥃","Sweet Liberty Drinks & Supply Company","794492160751553","2017-12-16 02:38:04.461+00"
"🤩👑🌹🌳🏰","Luxembourg Gardens","1660353924016921","2018-02-21 04:53:52.507+00"
"🤩👨‍🏫😊🤞","Thomas M. Siebel Center for Computer Science","yfQw5nZ5WtbGjXSR4TuXjykfmal1","2018-08-15 00:47:55.539+00"
"🤩👨‍🏫😊🤞","University of Illinois at Urbana-Champaign","yfQw5nZ5WtbGjXSR4TuXjykfmal1","2018-08-15 00:45:39.614+00"
"🤩👩‍💻","Lao sze chuan","1640736822650363","2018-02-09 01:38:12.02+00"
"🤩💃🙌🍻💯","Brick Street","1864493876898160","2018-02-27 00:00:22.609+00"
"🤩💄🧚‍♀️👸🧜‍♀️","Liberty London","10214588393327389","2017-12-19 16:59:19.554+00"
"🤩💪🥣🍓🍌","Jamba Juice University of Illinois - Illini Union","1270106893044550","2017-12-03 00:09:47.243+00"
"🤩💻📊📈","CloudFabrix Software","1647620418666156","2018-07-18 21:56:42.675+00"
"🤩📚🤓👨‍💻👨‍🔬","University of Illinois at Urbana-Champaign","DxU5TrF3NmNAgnE4k90PQ1iFXai2","2018-09-04 18:31:56.239+00"
"🤩🔥🐖🐟🤤","Black Dog Smoke & Ale House","10159323352450136","2017-12-08 02:11:52.242+00"
"🤩🔥🔥🇹🇷🧙‍♂️","Çeşme Paparazzi","10156344121117340","2018-06-16 20:04:10.034+00"
"🤩😍🍔🍟","Farren's Pub & Eatery","1270106893044550","2017-12-20 01:57:02.296+00"
"🤩😍💸🤑","Restaurante Dona Ondina","10159158025280648","2018-02-18 21:19:17.531+00"
"🤩😎🧀🍟🍥","Jurassic Grill","10215323205660534","2017-11-28 22:09:26.306+00"
"🤩🙌🍵","Latea Bubble Tea Lounge","1270106893044550","2017-12-13 22:29:56.785+00"
"🤩🙌🐟🍤😋","Sakanaya Restaurant","1720951507964911","2018-02-20 04:42:22.531+00"
"🤩🙌🔥","DP Dough","1270106893044550","2017-12-17 19:09:23.246+00"
"🤩🤑😍","Saint Laurent Beverly Center","904147553087729","2018-11-19 04:05:05.657+00"
"🤩🤗💆💇✨","BJ Grand Salon & Spa","1864493876898160","2018-01-29 23:43:09.589+00"
"🤩🤩","Boiling Point","2061266274105171","2017-12-31 02:55:01.321+00"
"🤩🤩🍽️🍔🍪","Meatheads Burgers & Fries","10214891722144694","2018-02-13 16:40:25.841+00"
"🤩🤩🤩","Thomas M. Siebel Center for Computer Science","975037675996385","2018-04-07 22:01:38.88+00"
"🤩🤩🤩🤩🤩","MILLENNIUM DENTAL GROUP","10159720252925570","2018-01-13 00:10:32.732+00"
"🤩🤩🤩🤩🤩","MILLENNIUM DENTAL GROUP","10159720252925570","2018-01-13 00:11:30.583+00"
"🤩🤯💕🥪🥖","LaSpada's Original Hoagies - Davie","794492160751553","2017-12-03 00:15:16.146+00"
"🤩🥟🍲","Golden Wok","1270106893044550","2017-11-26 22:45:39.947+00"
"🤩🥡🐥🐖","Lao sze chuan","1270106893044550","2017-12-13 22:31:03.417+00"
"🤩🦑🍚🍲🧡","Masijta Grill","103720633227984488924","2018-02-26 01:06:21.791+00"
"🤩🧐👌🥗🆒","Smallman Galley","361816177630471","2018-03-01 17:53:00.055+00"
"🤪","Palais des Congrès in Montreal","BGCuMKxK5cOEdQQJaSEp0LoyvrD3","2018-04-23 05:04:05.461+00"
"🤪☕🕖🌄","Two Zero Three Coffee & Wine Bar","105856798281199967470","2018-03-25 11:48:04.931+00"
"🤪➡️💤➡️🏋","Live Latitude","105856798281199967470","2018-03-09 08:05:14.979+00"
"🤪👍🤙🍤","Japan Inn","794492160751553","2018-03-03 17:31:18.88+00"
"🤪💕🌯","Seoul Taco","10207814784727552","2018-05-05 01:11:13.474+00"
"🤪🕛🌚💤🐶","Thomas M. Siebel Center for Computer Science","1678325075589568","2018-04-13 19:21:11.578+00"
"🤪🙌🐣🥑🥦","Meijer","1270106893044550","2017-11-26 22:41:31.219+00"
"🤪🤯😛🤩😍","Hoppumm","R7SnIqacQcd3YXv8Q0ekZAVjxcF2","2019-01-04 10:37:45.067+00"
"🤫⬆️🐓🍗🥇","Motiv","10155200088205955","2018-06-28 20:35:10.993+00"
"🤫🍕🚪🍹🍸","Moonshiner","1726108570780522","2018-03-20 08:42:04.487+00"
"🤫😍🌭🍻🤼‍♂️","Snappy Dog Inc","1608334025894651","2018-05-25 19:23:46.59+00"
"🤫🤫🍻🥃😄","The Coldroom","1111655028939865","2018-04-23 02:54:35.581+00"
"🤬","Quality","FZWoB4tFMYZJMouOcoXGTS16ozW2","2018-10-09 01:50:38.422+00"
"🤬🐶🚫❌🖕","Green Street Realty","1270106893044550","2017-12-08 05:11:53.209+00"
"🤬🕒🕞🕓😾","BlueDart Express Courier","yfQw5nZ5WtbGjXSR4TuXjykfmal1","2018-08-08 21:56:27.806+00"
"🤬🤢🤮👹💩","Panda Express","116401275892424656095","2018-03-10 20:02:21.234+00"
"🤬🤬🖕🖕👿","Suburban Express & Illini Shuttle","1270106893044550","2017-12-05 22:03:47.282+00"
"🤭🍖🍖🍖","Kung Fu BBQ","112486549184268587533","2018-03-08 01:58:56.151+00"
"🤭🍻😀","Murphy's Pub","1573926969369084","2018-03-15 02:33:10.659+00"
"🤮🌊🛶💦💦","Trump International Hotel & Tower® Chicago","10210413449748058","2018-03-18 01:35:53.123+00"
"🤮💸🍃🏺👎","Si Wha Dam 시화담 인사동점","108032751776815363988","2018-02-16 22:34:54.128+00"
"🤮🤮🤮🤮🤮","ADEN Beytepe","dSqRO0Pn6Nc1HvKSwT2E2cKArSh2","2018-06-28 18:54:33.491+00"
"🤯","Thomas M. Siebel Center for Computer Science","101616869286395511786","2018-03-09 18:44:39.068+00"
"🤯","Thomas M. Siebel Center for Computer Science","632990150382323","2018-04-12 00:19:03.021+00"
"🤯","Sakanaya Restaurant","7BREBPYCExPb4nOTJRF8vVPlVGe2","2018-07-12 03:12:48.951+00"
"🤯🆒🔞☕","Cartel Coffee Lab","10210457306100125","2018-05-31 12:44:30.983+00"
"🤯🌧️🙉🤒","Thomas M. Siebel Center for Computer Science","105492056756174972786","2018-02-19 08:36:36.473+00"
"🤯👎","Amorino","1263609250405290","2018-05-28 14:45:28.171+00"
"🤯💞✨🧀🌆","Garrett Popcorn Shops","10215323205660534","2018-07-10 06:32:54.27+00"
"🤯📚☕🎒🌛","Leavey Library","1898612533778623","2018-08-29 21:35:59.941+00"
"🤯📞📦⏰🔌","Champaign","904147553087729","2019-01-23 01:05:56.445+00"
"🤯😄🎸🃏🕊️","Criss Angel MINDFREAK LIVE!","1659104244102907","2018-07-24 15:50:25.77+00"
"🤯😍🍔🍟🥇","Umami Burger","1660353924016921","2018-05-15 17:37:24.8+00"
"🤯😨😞😟😕","Thomas M. Siebel Center for Computer Science","10212391291791338","2018-09-26 20:26:07.64+00"
"🤯😱👀👻👗","Lake Theatre: Classic Cinemas","1864493876898160","2018-01-28 19:36:06.085+00"
"🤯🙊😂","The Second City","10210457306100125","2018-05-20 18:05:59.394+00"
"🤯🚶‍♂️🏃‍♂️🚶‍♂️😴","University of Illinois Campus Recreation","10212391291791338","2018-10-27 02:53:06.854+00"
"🤯🤢💩👻🕰️","Undergraduate Library","1864493876898160","2017-12-18 02:41:25.524+00"
"🤯🤤🙌👏👅","Zacatacos Express","366033013844043","2017-12-06 04:58:31.009+00"
"🤯🤯🤯🤯🤯","GQT Savoy 16 IMAX","1111655028939865","2018-04-27 06:37:39.947+00"
"🤯🧐💻","Thomas M. Siebel Center for Computer Science","904147553087729","2018-02-22 07:56:33.841+00"
"🤰🤣🙄🍕🥙","Mia Za's","10215323205660534","2018-04-06 18:32:15.189+00"
"🤱🎀😀😘","Sibley Memorial Hospital","10210457306100125","2018-05-31 12:52:14.496+00"
"🤲☕🏠🥖✨","The Bread Company","10101289230473602","2018-04-07 19:41:45.923+00"
"🤳🛂⚡🚪👍","SFO Airport Terminal G - Lower Level","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-10-22 21:14:03.329+00"
"🤴🍣🥗🍚🤤","Broadway Food Hall","106173579224565293482","2018-12-07 03:22:51.911+00"
"🤴👸⚰️🗿😱","Neues Museum","106173579224565293482","2018-10-17 10:59:29.67+00"
"🤴👸🌲🚂🏰","Mysore Palace","MMbM4HMgQRdbhu8AHkg7R8GpXcJ2","2018-07-24 16:50:58.787+00"
"🤴🦁❤️🔒⛓","Burgruine Dürnstein","10155200088205955","2018-06-04 16:23:27.326+00"
"🤵✍️✒️📝🐈","The Ernest Hemingway Home and Museum","10212391291791338","2018-12-27 17:09:46.117+00"
"🤵❤️🐙🐟🍝","Miami Beach Cinematheque","ITWmeibCgYVvpimix1bjXx3cBbm2","2018-12-25 17:14:49.882+00"
"🤵👰❌💍❤️","The Gatehouse, Edinburgh Castle","108032751776815363988","2018-02-18 23:07:37.926+00"
"🤵👰🏛️☔❤️","Whitehall Manor","10155200088205955","2018-09-10 03:02:49.046+00"
"🤵💍👰😍","St Giles' Cathedral","mhuRVlQW4wOFrDVFUafrpZTAWjA3","2018-05-27 21:34:20.256+00"
"🤷","New Deck Tavern","10154958031528927","2018-03-14 21:52:03.089+00"
"🤷‍♀️🤷‍♀️☕📚","TOM N TOMS Coffee","10210528750468531","2017-12-10 08:32:42.887+00"
"🤷‍♂️⏰📸","Joe's Brewery","10211420821508881","2017-11-01 03:35:33.84+00"
